,Score_Tm,Score_Opp,Off_1stD,Off_PassY,Off_RushY,Off_TO,Def_1stD,Def_PassY,Def_TO
28,14.0,20.0,21.0,264.0,93.0,4.0,11.0,76.0,1.0
29,23.0,21.0,22.0,227.0,130.0,3.0,19.0,312.0,1.0
30,22.0,23.0,22.0,188.0,152.0,1.0,18.0,324.0,1.0
31,17.0,24.0,17.0,204.0,132.0,2.0,17.0,272.0,0.0
32,26.0,35.0,14.0,229.0,83.0,2.0,16.0,353.0,3.0
33,24.0,17.0,17.0,191.0,60.0,4.0,18.0,308.0,3.0
34,24.76142508217673,45.4131267035788,10.102291006696053,175.94982543464045,166.84358591797638,0.7740721822726659,19.56944211304867,320.9616713124191,0.902592577965618
35,30.440532382084328,26.87439918155993,18.346443775083312,43.5290875095653,213.1213971740429,4.419443029172235,6.471168340643196,284.4452315684123,3.351527763338648
36,23.0,20.0,18.0,215.0,256.0,2.0,20.0,136.0,1.0
37,24.0,17.0,19.0,223.0,97.0,2.0,19.0,263.0,2.0
38,10.0,35.0,22.0,229.0,112.0,5.0,17.0,267.0,2.0
39,20.00186176779791,34.13590628197311,18.13630286321542,236.9660150816287,201.905879535232,3.9361727124260364,19.100875400514408,193.16876549747928,2.827700670551437
40,7.0,23.0,16.0,200.0,69.0,3.0,14.0,98.0,0.0
41,16.0,21.0,22.0,212.0,109.0,5.0,13.0,138.0,1.0
42,14.0,38.0,14.0,199.0,92.0,4.0,21.0,272.0,1.0
43,33.0,27.0,16.0,186.0,168.0,1.0,21.0,286.0,1.0
44,26.0,17.0,16.0,201.0,96.0,1.0,18.0,262.0,3.0
45,20.0,24.0,21.0,190.0,96.0,2.0,22.0,309.0,5.0
46,7.0,23.0,17.0,233.0,46.0,3.0,21.0,258.0,0.0
47,14.308165420019877,22.62637059480654,9.293522998099276,152.82455540843196,221.4842129333011,3.4096473951609076,21.872099419130805,101.78331969612361,2.1756406904316536
48,14.0,40.0,20.0,165.0,83.0,6.0,13.0,187.0,2.0
49,23.863450094760474,30.92862118247634,13.85351275607379,134.7026183004971,208.46290043172957,3.1460902277148066,5.860744289801039,348.1962086117845,2.0344095448292534
50,8.0,10.0,19.0,174.0,184.0,3.0,14.0,232.0,2.0
51,24.0,20.0,19.0,144.0,192.0,3.0,26.0,267.0,1.0
52,3.0,17.0,19.0,261.0,89.0,4.0,14.0,155.0,2.0
53,16.0,23.0,16.0,264.0,65.0,1.0,19.0,147.0,1.0
54,16.58596807548428,27.18506495657552,7.310170457035145,76.80469768492696,200.08946157320634,4.094879926397206,16.99383496843482,375.0750612844595,0.0824882766166971
55,20.0,27.0,17.0,166.0,64.0,1.0,28.0,342.0,2.0
56,7.0,44.0,9.0,168.0,32.0,2.0,24.0,269.0,2.0
57,19.927340958456295,24.140262418899816,18.437801289293045,109.21251143162777,28.363748829965203,1.953981759536705,14.413600803739206,329.60557131718497,0.2564457729702673
58,24.0,17.0,19.0,153.0,188.0,2.0,16.0,150.0,3.0
59,26.0,49.0,17.0,223.0,91.0,2.0,28.0,282.0,3.0
60,12.0,33.0,13.0,185.0,111.0,6.0,21.0,315.0,6.0
61,14.0,38.0,15.0,155.0,117.0,5.0,24.0,268.0,1.0
62,9.833748614038893,17.96599069804296,8.017285153301764,116.08049775419695,216.3458920321063,1.112879321777724,15.970241851309734,289.21815867725127,0.821429383581076
63,34.0,37.0,20.0,266.0,103.0,5.0,29.0,283.0,5.0
64,10.0,20.0,16.0,264.0,30.0,2.0,19.0,139.0,1.0
65,17.0,24.0,17.0,201.0,177.0,3.0,28.0,181.0,2.0
66,24.0,21.0,18.0,152.0,218.0,1.0,19.0,238.0,2.0
67,24.0,27.0,14.0,255.0,49.0,1.0,26.0,273.0,3.0
68,11.0,21.0,20.0,211.0,92.0,2.0,16.0,174.0,1.0
69,17.0,31.0,14.0,86.0,200.0,2.0,24.0,407.0,4.0
70,13.0,20.0,18.0,235.0,69.0,2.0,17.0,185.0,0.0
71,24.0,19.0,17.0,194.0,172.0,3.0,21.0,199.0,2.0
72,24.0,31.0,14.0,201.0,99.0,1.0,29.0,275.0,3.0
73,17.0,27.0,20.0,247.0,58.0,3.0,21.0,288.0,0.0
74,6.0,19.0,18.0,184.0,83.0,2.0,16.0,255.0,0.0
75,30.0,28.0,21.0,156.0,205.0,1.0,21.0,261.0,5.0
76,16.0,17.0,18.0,157.0,131.0,2.0,14.0,191.0,0.0
77,6.0,13.0,15.0,202.0,80.0,4.0,7.0,104.0,0.0
78,11.979996177842686,21.026294221152835,8.93396156942018,199.94613282673762,74.59244886142397,0.47802477942655125,17.39829444936006,136.29039924265362,0.9968048321224581
79,27.0,24.0,14.0,226.0,96.0,4.0,22.0,322.0,4.0
80,10.0,24.0,18.0,224.0,52.0,3.0,16.0,209.0,1.0
81,6.0,20.0,14.0,224.0,39.0,3.0,20.0,195.0,1.0
82,31.0,20.0,15.0,233.0,153.0,2.0,12.0,274.0,4.0
83,34.0,38.0,21.0,192.0,179.0,2.0,26.0,267.0,2.0
84,10.0,17.0,16.0,199.0,116.0,1.0,14.0,172.0,1.0
85,30.0,27.0,20.0,187.0,186.0,5.0,20.0,209.0,5.0
86,19.0,14.0,20.0,190.0,212.0,2.0,11.0,133.0,0.0
87,31.0,21.0,17.0,220.0,62.0,1.0,26.0,374.0,4.0
88,20.0,21.0,14.0,173.0,71.0,5.0,15.0,172.0,4.0
89,9.0,16.0,15.0,109.0,158.0,1.0,20.0,262.0,1.0
90,13.0,20.0,13.0,220.0,83.0,3.0,20.0,155.0,1.0
91,27.0,22.0,20.0,136.0,246.0,2.0,22.0,287.0,4.0
92,42.01233234156541,33.855358464793056,14.077968770964555,192.48919026837223,111.27951707092086,5.111097822760454,14.060308518620717,294.77867588518137,2.1608895174698692
93,20.0,37.0,19.0,165.0,229.0,1.0,19.0,125.0,0.0
94,26.785298594433527,24.894912711019263,14.457170434250385,91.44514073812844,186.2123629140736,1.2691167461436357,26.296702638479367,320.72865029449935,3.835929506550373
95,15.0,23.0,22.0,271.0,96.0,2.0,25.0,210.0,1.0
96,18.762642940501223,16.40433347515946,19.385018789786397,150.96993590299076,279.94526298999244,2.8333648150002944,16.212445867256285,317.9947050400791,1.1878079963189718
97,23.0,24.0,14.0,147.0,177.0,2.0,24.0,344.0,4.0
98,16.0,37.0,22.0,268.0,110.0,3.0,21.0,329.0,0.0
99,21.0,33.0,18.0,263.0,44.0,2.0,27.0,304.0,1.0
100,17.0,24.0,16.0,251.0,80.0,4.0,18.0,193.0,1.0
101,0.0,24.0,11.0,163.0,53.0,5.0,17.0,198.0,3.0
102,10.0,41.0,13.0,214.0,36.0,3.0,27.0,282.0,1.0
103,14.0,37.0,10.0,154.0,45.0,2.0,24.0,292.0,1.0
104,13.0,10.0,12.0,229.0,95.0,1.0,14.0,129.0,0.0
105,17.0,24.0,16.0,197.0,70.0,2.0,19.0,241.0,1.0
106,17.0,23.0,15.0,217.0,69.0,2.0,18.0,209.0,1.0
107,24.0,32.0,15.0,252.0,31.0,1.0,27.0,311.0,1.0
108,0.0,13.0,19.0,243.0,70.0,3.0,17.0,160.0,1.0
109,10.0,17.0,18.0,182.0,63.0,2.0,17.0,242.0,2.0
110,16.0,24.0,17.0,210.0,138.0,6.0,16.0,110.0,2.0
111,14.0,31.0,15.0,245.0,66.0,1.0,19.0,204.0,2.0
112,24.0,38.0,22.0,159.0,82.0,5.0,14.0,132.0,4.0
113,7.0,23.0,15.0,189.0,62.0,1.0,21.0,203.0,0.0
114,3.0,28.0,18.0,267.0,78.0,4.0,20.0,160.0,0.0
115,21.0,20.0,15.0,183.0,93.0,3.0,14.0,86.0,2.0
116,10.0,25.0,14.0,140.0,62.0,5.0,19.0,299.0,5.0
117,9.0,34.0,15.0,222.0,79.0,4.0,17.0,190.0,2.0
118,17.0,22.0,15.0,190.0,128.0,4.0,13.0,132.0,0.0
119,24.0,22.0,14.0,208.0,94.0,3.0,17.0,218.0,0.0
120,6.0,25.0,18.0,184.0,152.0,4.0,17.0,159.0,0.0
121,14.0,17.0,18.0,196.0,102.0,4.0,15.0,99.0,0.0
122,13.0,23.0,20.0,180.0,140.0,3.0,19.0,108.0,0.0
123,13.0,20.0,19.0,200.0,134.0,1.0,20.0,161.0,0.0
124,10.0,24.0,16.0,161.0,38.0,3.0,27.0,234.0,1.0
125,19.863358256671567,46.76423704867858,11.014113001930324,103.8534685848569,183.51343606616507,0.7636918904499116,11.933373277878774,284.1477541817078,2.2268894973503204
126,28.0,30.0,19.0,257.0,106.0,4.0,16.0,326.0,2.0
127,21.0,35.0,21.0,220.0,116.0,2.0,23.0,275.0,3.0
128,19.0,31.0,19.0,170.0,124.0,2.0,23.0,281.0,3.0
129,12.0,14.0,16.0,170.0,67.0,3.0,15.0,132.0,0.0
130,3.0,23.0,10.0,78.0,99.0,3.0,25.0,328.0,1.0
131,23.0,12.0,19.0,188.0,165.0,6.0,15.0,179.0,6.0
132,14.0,17.0,21.0,192.0,126.0,1.0,15.0,204.0,1.0
133,13.0,20.0,18.0,155.0,136.0,2.0,17.0,41.0,1.0
134,16.0,17.0,16.0,191.0,116.0,1.0,19.0,146.0,1.0
135,28.0,34.0,20.0,196.0,96.0,1.0,28.0,347.0,1.0
136,35.0,37.0,17.0,257.0,170.0,6.0,10.0,57.0,2.0
137,38.0,31.0,16.0,189.0,101.0,1.0,25.0,322.0,3.0
138,0.0,16.0,10.0,159.0,65.0,5.0,23.0,123.0,1.0
139,18.80602161758496,6.608594535744842,18.48226801427534,256.60184007395833,86.60307613272273,2.1846359488560694,12.360835480705227,289.20187557055255,4.021747307435666
140,20.0,17.0,17.0,253.0,53.0,1.0,13.0,112.0,3.0
141,7.0,10.0,19.0,188.0,124.0,2.0,18.0,267.0,2.0
142,21.0,17.0,16.0,198.0,98.0,3.0,12.0,120.0,4.0
143,3.0,13.0,14.0,154.0,100.0,3.0,19.0,239.0,1.0
144,17.0,22.0,12.0,194.0,88.0,2.0,19.0,184.0,0.0
145,20.0,30.0,19.0,140.0,157.0,1.0,21.0,261.0,0.0
146,42.28865385473346,23.751629665998646,10.904150570365381,155.19683211165545,45.35492240228596,0.30178856893513334,19.106383329370296,371.2766232910641,2.2309418531501493
147,18.0,17.0,18.0,259.0,64.0,2.0,22.0,194.0,1.0
148,42.0,34.0,18.0,267.0,107.0,2.0,24.0,301.0,4.0
149,14.0,27.0,16.0,194.0,37.0,4.0,19.0,105.0,3.0
150,13.0,38.0,16.0,239.0,91.0,4.0,17.0,244.0,0.0
151,18.0,17.0,22.0,214.0,90.0,2.0,12.0,185.0,2.0
152,22.0,25.0,19.0,253.0,64.0,4.0,23.0,195.0,1.0
153,20.0,25.0,21.0,270.0,72.0,3.0,18.0,192.0,2.0
154,21.0,28.0,19.0,258.0,115.0,1.0,29.0,354.0,1.0
155,24.0,28.0,22.0,224.0,150.0,1.0,26.0,405.0,1.0
156,17.0,34.0,22.0,241.0,142.0,2.0,23.0,357.0,1.0
157,28.0,17.0,13.0,261.0,163.0,5.0,20.0,129.0,3.0
158,0.0,9.0,15.0,241.0,119.0,3.0,13.0,156.0,0.0
159,17.0,10.0,19.0,230.0,86.0,1.0,12.0,97.0,1.0
160,31.0,24.0,10.0,172.0,46.0,1.0,22.0,304.0,6.0
161,31.0,46.0,22.0,151.0,265.0,4.0,25.0,348.0,1.0
162,10.0,15.0,15.0,219.0,56.0,2.0,17.0,181.0,1.0
163,17.107251153281076,4.780532368838564,14.99882155102002,226.76819184514017,46.96235362732261,3.156545562666458,12.689576453104246,362.5493178093525,5.200212731111059
164,10.0,19.0,15.0,159.0,78.0,4.0,27.0,216.0,3.0
165,0.0,10.0,15.0,156.0,108.0,2.0,12.0,111.0,0.0
166,10.0,13.0,15.0,189.0,129.0,4.0,9.0,178.0,0.0
167,10.0,13.0,20.0,207.0,108.0,3.0,13.0,95.0,0.0
168,28.0,24.0,18.0,156.0,141.0,3.0,25.0,368.0,4.0
169,31.0,28.0,17.0,223.0,104.0,3.0,28.0,349.0,6.0
170,1.4300696171500284,34.01529451795447,8.575670837257235,243.9561663493275,100.55842177103881,3.591442595899672,12.74501643853848,250.10304652552753,0.808675532412695
171,3.0,14.0,15.0,274.0,55.0,1.0,10.0,132.0,0.0
172,20.0,23.0,13.0,188.0,61.0,2.0,13.0,134.0,4.0
173,17.0,14.0,18.0,211.0,76.0,1.0,14.0,131.0,1.0
174,44.5558295866022,11.242190694158936,19.969701720773323,103.58383986362792,162.32730224265833,1.229836296684001,23.666963163165207,278.29300429008157,0.9135761900401919
175,20.0,23.0,21.0,59.0,209.0,6.0,15.0,124.0,1.0
176,13.0,24.0,13.0,155.0,64.0,1.0,20.0,191.0,2.0
177,10.0,35.0,15.0,185.0,79.0,3.0,18.0,142.0,1.0
178,20.0,19.0,18.0,271.0,59.0,1.0,21.0,193.0,0.0
179,14.0,38.0,20.0,182.0,91.0,2.0,22.0,196.0,3.0
180,14.0,34.0,14.0,197.0,71.0,4.0,25.0,144.0,2.0
181,17.0,17.0,14.0,273.0,47.0,2.0,17.0,205.0,4.0
182,16.0,17.0,17.0,155.0,68.0,1.0,23.0,242.0,4.0
183,6.0,21.0,14.0,167.0,76.0,1.0,24.0,251.0,2.0
184,21.0,48.0,17.0,152.0,152.0,3.0,26.0,307.0,1.0
185,20.0,28.0,15.0,173.0,117.0,6.0,15.0,141.0,3.0
186,17.0,22.0,15.0,178.0,122.0,3.0,18.0,182.0,1.0
187,21.0,20.0,18.0,171.0,117.0,2.0,17.0,213.0,1.0
188,17.0,27.0,18.0,156.0,69.0,2.0,15.0,136.0,0.0
189,20.0,17.0,19.0,68.0,181.0,4.0,14.0,187.0,2.0
190,10.0,20.0,17.0,166.0,137.0,1.0,22.0,207.0,1.0
191,20.0,21.0,20.0,64.0,227.0,3.0,20.0,191.0,0.0
192,14.0,12.0,14.0,239.0,60.0,3.0,11.0,137.0,3.0
193,24.0,31.0,19.0,166.0,147.0,1.0,25.0,310.0,1.0
194,14.633508642922514,12.495389299077393,8.633386628154678,271.1606638462083,177.7728094881452,1.2041869702445964,19.437203425678675,152.27631243612132,2.3462315162015086
195,10.0,18.0,17.0,91.0,100.0,2.0,26.0,296.0,1.0
196,44.463316743460545,39.61437933346923,22.12766706557669,115.37687913637478,78.17564683960268,3.844138790427643,9.70902258359056,372.1286697815468,2.861582572843046
197,10.0,19.0,10.0,168.0,49.0,3.0,20.0,150.0,3.0
198,16.0,17.0,14.0,126.0,74.0,1.0,16.0,275.0,2.0
199,20.0,25.0,15.0,236.0,43.0,1.0,18.0,246.0,2.0
200,31.0,27.0,18.0,207.0,165.0,2.0,23.0,119.0,4.0
201,22.0,24.0,19.0,212.0,110.0,3.0,18.0,208.0,1.0
202,33.0,19.0,15.0,146.0,178.0,4.0,13.0,122.0,6.0
203,22.0,27.0,18.0,235.0,77.0,2.0,20.0,214.0,1.0
204,26.0,14.0,19.0,166.0,86.0,3.0,13.0,128.0,1.0
205,31.0,28.0,19.0,201.0,202.0,3.0,15.0,173.0,3.0
206,17.0,19.0,20.0,245.0,129.0,3.0,14.0,128.0,2.0
207,24.0,35.0,19.0,51.0,204.0,4.0,16.0,126.0,4.0
208,19.0,9.0,20.0,202.0,177.0,2.0,14.0,233.0,2.0
209,9.0,30.0,22.0,258.0,105.0,2.0,14.0,139.0,1.0
210,6.0,10.0,14.0,193.0,87.0,2.0,6.0,30.0,3.0
211,21.0,27.0,12.0,49.0,179.0,5.0,14.0,120.0,5.0
212,15.441956485004821,15.700546574057505,12.548165691818719,169.0346118604718,86.23758244228816,5.678614034147574,12.420148918172696,256.947203756318,5.110741725999056
213,10.0,7.0,11.0,173.0,65.0,6.0,14.0,164.0,6.0
214,10.688537585113329,27.241749120473084,12.567302332773481,61.028964527134235,48.02885884025364,1.1483769242383959,6.995433163001618,391.06999925092725,0.8643806103166203
215,17.0,24.0,18.0,278.0,102.0,1.0,20.0,273.0,1.0
216,7.0,34.0,13.0,215.0,36.0,5.0,22.0,138.0,1.0
217,23.0,17.0,24.0,216.0,188.0,1.0,17.0,116.0,0.0
218,6.0,17.0,15.0,189.0,107.0,3.0,15.0,142.0,2.0
219,10.0,18.0,21.0,181.0,149.0,4.0,15.0,151.0,3.0
220,14.0,13.0,20.0,272.0,110.0,1.0,16.0,194.0,1.0
221,21.0,16.0,16.0,232.0,82.0,2.0,22.0,278.0,2.0
222,17.0,37.0,16.0,192.0,71.0,4.0,15.0,228.0,0.0
223,3.0,20.0,10.0,173.0,87.0,2.0,22.0,241.0,2.0
224,24.0,17.0,18.0,152.0,120.0,5.0,22.0,212.0,2.0
225,15.273122443397813,12.339632330777073,7.482063162422195,99.9573547216138,71.26460314386765,2.0421290891015262,18.380747003474994,320.8898092148671,0.05703397160088959
226,21.0,17.0,21.0,203.0,140.0,4.0,11.0,140.0,3.0
227,27.0,14.0,15.0,188.0,91.0,1.0,16.0,274.0,4.0
228,22.0,29.0,21.0,228.0,90.0,1.0,15.0,239.0,0.0
229,22.0,21.0,22.0,262.0,112.0,1.0,22.0,240.0,1.0
230,10.0,27.0,17.0,281.0,78.0,6.0,20.0,205.0,4.0
231,6.0,9.0,17.0,157.0,139.0,1.0,16.0,155.0,0.0
232,24.0,17.0,17.0,70.0,172.0,2.0,19.0,220.0,4.0
233,7.0,27.0,16.0,154.0,116.0,4.0,18.0,181.0,0.0
234,21.249346144102187,25.96854909929626,14.144052337142611,129.20547165997604,116.02504717955664,0.4430976487782686,12.916187920893119,325.14900107638977,1.942198433879985
235,10.860550633805648,32.99290128281023,17.981682071836314,151.47073137940242,155.3830238597113,1.3123410953879027,10.516548431957997,355.5688678499139,3.4634045122054307
236,15.0,13.0,20.0,221.0,134.0,2.0,17.0,211.0,1.0
237,9.0,14.0,19.0,227.0,148.0,3.0,19.0,176.0,1.0
238,35.0,21.0,18.0,164.0,210.0,2.0,23.0,155.0,0.0
239,21.0,41.0,19.0,161.0,91.0,3.0,28.0,230.0,2.0
240,18.0,24.0,26.0,268.0,119.0,2.0,18.0,185.0,1.0
241,9.0,49.0,15.0,147.0,93.0,2.0,20.0,323.0,1.0
242,3.0,38.0,9.0,77.0,36.0,4.0,23.0,322.0,2.0
243,7.125626445099282,22.919965743751717,19.954843318834847,80.24287460302625,243.3729249885466,2.2071071795715365,10.976250033973061,116.8940519299523,4.059301994669249
244,22.0,26.0,15.0,124.0,156.0,1.0,22.0,273.0,1.0
245,20.0,34.0,19.0,154.0,132.0,5.0,15.0,235.0,1.0
246,35.0,17.0,19.0,148.0,201.0,3.0,15.0,205.0,5.0
247,14.0,32.0,23.0,221.0,121.0,6.0,12.0,215.0,1.0
248,7.0,6.0,20.0,112.0,177.0,4.0,5.0,56.0,1.0
249,35.0,13.0,16.0,82.0,231.0,2.0,22.0,389.0,5.0
250,13.0,16.0,18.0,49.0,277.0,1.0,16.0,217.0,1.0
251,3.0,20.0,11.0,180.0,27.0,3.0,23.0,151.0,4.0
252,17.0,14.0,14.0,178.0,34.0,1.0,22.0,279.0,3.0
253,10.0,27.0,22.0,244.0,110.0,3.0,23.0,239.0,0.0
254,30.0,20.0,13.0,155.0,98.0,1.0,18.0,259.0,6.0
255,26.0,28.0,17.0,277.0,74.0,3.0,20.0,285.0,1.0
256,10.0,34.0,16.0,202.0,42.0,2.0,27.0,248.0,1.0
257,6.0,10.0,14.0,228.0,68.0,2.0,17.0,146.0,2.0
258,13.0,10.0,15.0,183.0,92.0,2.0,18.0,233.0,3.0
259,13.0,24.0,20.0,172.0,121.0,3.0,24.0,242.0,4.0
260,14.0,24.0,16.0,168.0,113.0,2.0,21.0,193.0,2.0
261,7.0,13.0,15.0,162.0,106.0,1.0,21.0,210.0,1.0
262,16.0,37.0,12.0,52.0,232.0,4.0,29.0,188.0,3.0
263,3.0,28.0,11.0,197.0,33.0,2.0,28.0,225.0,0.0
264,16.0,20.0,22.0,228.0,114.0,0.0,21.0,262.0,0.0
265,7.0,24.0,10.0,72.0,157.0,3.0,17.0,176.0,2.0
266,22.0,21.0,19.0,229.0,126.0,2.0,16.0,152.0,2.0
267,18.0,33.0,21.0,211.0,70.0,1.0,26.0,233.0,0.0
268,34.0,20.0,22.0,253.0,221.0,3.0,14.0,191.0,2.0
269,13.0,6.0,18.0,185.0,86.0,1.0,17.0,236.0,3.0
270,13.0,10.0,17.0,221.0,61.0,1.0,20.0,172.0,2.0
271,16.0,10.0,14.0,174.0,85.0,1.0,16.0,185.0,2.0
272,14.0,28.0,21.0,239.0,111.0,2.0,23.0,238.0,0.0
273,22.0,28.0,12.0,163.0,39.0,2.0,15.0,193.0,3.0
274,19.0,20.0,17.0,166.0,108.0,2.0,16.0,184.0,3.0
275,20.0,17.0,18.0,219.0,134.0,3.0,19.0,151.0,2.0
276,10.0,27.0,16.0,129.0,90.0,1.0,21.0,265.0,0.0
277,34.09863063506339,35.80559121278887,10.263643166846554,64.65486423599202,148.4654923015549,4.30728445385736,20.57484181044555,266.8074920346273,1.1187346041541986
278,41.0,24.0,19.0,102.0,191.0,1.0,16.0,207.0,4.0
279,34.0,17.0,20.0,130.0,164.0,1.0,16.0,198.0,6.0
280,30.853855789262123,26.20190340046998,15.792238056717569,143.09062884338135,105.46416336657168,4.107190815566465,16.18218617490049,380.59861690287005,0.9757393102374056
281,17.0,19.0,12.0,158.0,112.0,2.0,14.0,203.0,3.0
282,28.0,7.0,16.0,266.0,127.0,2.0,16.0,271.0,7.0
283,20.0,31.0,20.0,203.0,138.0,2.0,20.0,215.0,2.0
284,21.0,34.0,18.0,222.0,113.0,4.0,16.0,185.0,2.0
285,12.527400068467227,19.18439531538242,16.266417578606703,75.60067340606153,149.28744215807856,2.754958249718884,5.303840700062187,249.31167815030696,0.8204249231179279
286,17.0,21.0,23.0,276.0,91.0,2.0,10.0,217.0,0.0
287,16.0,15.0,21.0,165.0,120.0,2.0,13.0,41.0,2.0
288,19.024605312857382,17.68752071889514,8.953769681759432,190.78846957263121,107.3848112293148,0.7552266752651096,25.350986335108168,242.44111073797137,1.3165557145663256
289,42.0,14.0,15.0,232.0,92.0,1.0,28.0,329.0,3.0
290,17.0,31.0,15.0,173.0,31.0,2.0,21.0,221.0,0.0
291,9.970564909157867,5.168889560067708,12.222966961685518,75.63804909616238,32.19643805336594,3.012696347402633,10.142466934314392,357.01607762375914,3.5331978403022632
292,8.532723465835653,25.460136993181795,9.632152511831483,53.43126571693264,89.59455037638244,2.8802516055833,19.308757557069885,133.08463513332566,0.017706500431768708
293,14.0,27.0,13.0,139.0,99.0,2.0,18.0,322.0,1.0
294,40.0,13.0,20.0,209.0,163.0,2.0,12.0,150.0,5.0
295,24.0,28.0,14.0,175.0,108.0,3.0,20.0,132.0,3.0
296,38.10685011286897,26.121018493147044,10.294269711978282,124.52376359316627,127.22691634010475,4.423417626966976,21.284581162881757,389.40139571556074,1.6914903527607252
297,24.0,28.0,17.0,181.0,116.0,4.0,19.0,191.0,3.0
298,21.429296360595817,22.064187789834698,12.130703305133498,209.6095691610312,115.93038804208359,0.6958298098558094,13.722860045658662,253.3068115853605,2.118050815503746
299,3.0,6.0,18.0,159.0,109.0,1.0,14.0,100.0,3.0
300,16.0,6.0,16.0,169.0,104.0,1.0,13.0,191.0,2.0
301,17.0,14.0,21.0,164.0,159.0,3.0,20.0,208.0,2.0
302,23.0,43.0,22.0,137.0,175.0,6.0,12.0,213.0,0.0
303,24.0,19.0,22.0,254.0,76.0,0.0,19.0,267.0,1.0
304,25.0,28.0,14.0,199.0,57.0,1.0,22.0,151.0,5.0
305,23.0,27.0,18.0,191.0,140.0,2.0,20.0,137.0,0.0
306,19.0,21.0,22.0,262.0,108.0,3.0,18.0,141.0,3.0
307,16.0,33.0,14.0,96.0,159.0,4.0,19.0,189.0,1.0
308,31.0,21.0,18.0,96.0,187.0,2.0,12.0,139.0,3.0
309,6.0,17.0,19.0,91.0,170.0,2.0,16.0,121.0,2.0
310,28.0,24.0,17.0,90.0,184.0,2.0,25.0,204.0,2.0
311,13.305290695731744,42.05773693636176,8.800605366230792,84.83523377901452,129.62794929314927,0.5593714265447794,7.593746848810492,288.20159683792815,1.2097272546594862
312,13.0,16.0,23.0,176.0,242.0,3.0,19.0,191.0,0.0
313,3.0,13.0,16.0,176.0,94.0,4.0,24.0,200.0,2.0
314,3.0,24.0,11.0,89.0,77.0,3.0,17.0,96.0,1.0
315,6.0,19.0,11.0,89.0,70.0,3.0,20.0,203.0,1.0
316,7.0,21.0,17.0,84.0,83.0,3.0,13.0,80.0,2.0
317,30.0,31.0,19.0,224.0,164.0,1.0,22.0,233.0,1.0
318,24.0,38.0,21.0,246.0,136.0,4.0,18.0,192.0,1.0
319,17.0,21.0,14.0,191.0,123.0,2.0,23.0,128.0,2.0
320,24.0,27.0,20.0,225.0,132.0,3.0,17.0,199.0,1.0
321,34.0,31.0,15.0,221.0,94.0,2.0,23.0,218.0,4.0
322,28.0,31.0,21.0,195.0,83.0,2.0,26.0,259.0,1.0
323,16.0,24.0,24.0,182.0,139.0,3.0,23.0,109.0,0.0
324,24.0,31.0,18.0,164.0,103.0,4.0,17.0,127.0,0.0
